school_id,school_year,standardized_school_name,original_school_name,year_school_opened,is_elementary_school,is_middle_school,is_high_school,is_other_school,admission_type,governance,serves_grade_k,serves_grade_1,serves_grade_2,serves_grade_3,serves_grade_4,serves_grade_5,serves_grade_6,serves_grade_7,serves_grade_8,serves_grade_9,serves_grade_10,serves_grade_11,serves_grade_12,that_col
5550,2024-2025,Kensington Health Sciences Academy,Kensington Health Sciences Academy,2001,0,0,1,0,Catchment,District,0,0,0,0,0,0,0,0,0,1,1,1,1,
5560,2024-2025,Spring Garden School,Spring Garden School,1928,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
5580,2024-2025,John B. Stetson Middle School,John B. Stetson Middle School,2022,0,1,0,0,Catchment,District,0,0,0,0,0,1,1,1,1,0,0,0,0,
5581,2024-2025,Stetson Middle School Continuation Academy,Stetson Middle School Continuation Academy,2022,0,0,0,1,Alternative,Contracted,0,0,0,0,0,1,1,1,1,0,0,0,0,
5590,2024-2025,John H. Webster School,John H. Webster School,1968,1,0,0,0,Catchment,District,1,1,1,1,1,1,0,0,0,0,0,0,0,
5610,2024-2025,Building 21,Building 21,2014,0,0,1,0,Citywide,District,0,0,0,0,0,0,0,0,0,1,1,1,1,
5620,2024-2025,The U School,The U School,2014,0,0,1,0,Citywide,District,0,0,0,0,0,0,0,0,0,1,1,1,1,
5660,2024-2025,The LINC High School,The LINC High School,2014,0,0,1,0,Citywide,District,0,0,0,0,0,0,0,0,0,1,1,1,1,
5680,2024-2025,Honorable Luis Munoz-Marin School,Honorable Luis Munoz-Marin School,1997,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
5700,2024-2025,Kensington High School,Kensington High School,2016,0,0,1,0,Catchment,District,0,0,0,0,0,0,0,0,0,1,1,1,1,
6010,2024-2025,Central High School,Central High School,1939,0,0,1,0,Criteria-Based,District,0,0,0,0,0,0,0,0,0,1,1,1,1,
6030,2024-2025,Roxborough High School,Roxborough High School,1924,0,0,1,0,Catchment,District,0,0,0,0,0,0,0,0,0,1,1,1,1,
6040,2024-2025,Walter B. Saul High School,Walter B. Saul High School,1950,0,0,1,0,Criteria-Based,District,0,0,0,0,0,0,0,0,0,1,1,1,1,
6050,2024-2025,Philadelphia High School for Girls,Philadelphia High School for Girls,1956,0,0,1,0,Criteria-Based,District,0,0,0,0,0,0,0,0,0,1,1,1,1,
6060,2024-2025,Martin Luther King High School,Martin Luther King High School,1972,0,0,1,0,Catchment,District,0,0,0,0,0,0,0,0,0,1,1,1,1,
6090,2024-2025,A. Philip Randolph Career and Technical High School,A. Philip Randolph Career and Technical High School,2004,0,0,1,0,Citywide,District,0,0,0,0,0,0,0,0,0,1,1,1,1,
6200,2024-2025,Anna B. Day School,Anna B. Day School,1952,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
6210,2024-2025,Franklin S. Edmonds School,Franklin S. Edmonds School,1948,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
6220,2024-2025,Eleanor C. Emlen School,Eleanor C. Emlen School,1926,1,0,0,0,Catchment,District,1,1,1,1,1,1,0,0,0,0,0,0,0,
6230,2024-2025,Fitler Academics Plus School,Fitler Academics Plus School,1898,1,1,0,0,Citywide,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
6250,2024-2025,Charles W. Henry School,Charles W. Henry School,1908,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
6260,2024-2025,Henry H. Houston School,Henry H. Houston School,1927,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
6270,2024-2025,John S. Jenks Academy for the Arts and Sciences,John S. Jenks Academy for the Arts and Sciences,1924,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
6300,2024-2025,James Logan School,James Logan School,1924,1,0,0,0,Catchment,District,1,1,1,1,1,1,0,0,0,0,0,0,0,
6310,2024-2025,John F. McCloskey School,John F. McCloskey School,1956,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
6320,2024-2025,Thomas Mifflin School,Thomas Mifflin School,1937,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
6340,2024-2025,Joseph Pennell School,Joseph Pennell School,1927,1,0,0,0,Catchment,District,1,1,1,1,1,1,0,0,0,0,0,0,0,
6350,2024-2025,Samuel Pennypacker School,Samuel Pennypacker School,1930,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
6360,2024-2025,Theodore Roosevelt School,Theodore Roosevelt School,2013,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
6380,2024-2025,Shawmont School,Shawmont School,1928,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
6390,2024-2025,Edward T. Steel School,Edward T. Steel School,1973,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
6400,2024-2025,Widener Memorial School,Widener Memorial School,1953,1,1,1,0,Citywide,District,1,1,1,1,1,1,1,1,1,1,1,1,1,
6410,2024-2025,Cook-Wissahickon School,Cook-Wissahickon School,1969,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
6440,2024-2025,Anna L. Lingelbach School,Anna L. Lingelbach School,1955,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
6450,2024-2025,James Dobson School,James Dobson School,1930,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
6460,2024-2025,Hill-Freedman World Academy,Hill-Freedman World Academy,1980,0,1,1,0,Criteria-Based,District,0,0,0,0,0,0,1,1,1,1,1,1,1,
6470,2024-2025,John B. Kelly School,John B. Kelly School,1970,1,0,0,0,Catchment,District,1,1,1,1,1,1,0,0,0,0,0,0,0,
6480,2024-2025,Academy for the Middle Years at Northwest,Academy for the Middle Years at Northwest,2012,0,1,0,0,Criteria-Based,District,0,0,0,0,0,0,1,1,1,0,0,0,0,
6540,2024-2025,Lankenau High School,Lankenau High School,1987,0,0,1,0,Criteria-Based,District,0,0,0,0,0,0,0,0,0,1,1,1,1,
7010,2024-2025,Frankford High School,Frankford High School,1914,0,0,1,0,Catchment,District,0,0,0,0,0,0,0,0,0,1,1,1,1,
7060,2024-2025,Olney High School,Olney High School,2022,0,0,1,0,Catchment,District,0,0,0,0,0,0,0,0,0,1,1,1,1,
7061,2024-2025,Olney High School Continuation Academy,Olney High School Continuation Academy,2022,0,0,0,1,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1,
7069,2024-2025,Philadelphia Continuation Academy,Philadelphia Continuation Academy,2024,0,0,0,1,Alternative,District,0,0,0,0,0,0,0,0,0,1,1,1,1,
7100,2024-2025,Jay Cooke School,Jay Cooke School,1923,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
7110,2024-2025,Warren G. Harding Middle School,Warren G. Harding Middle School,1924,0,1,0,0,Catchment,District,0,0,0,0,0,0,1,1,1,0,0,0,0,
7120,2024-2025,Samuel Fels High School,Samuel Fels High School,1954,0,0,1,0,Catchment,District,0,0,0,0,0,0,0,0,0,1,1,1,1,
7130,2024-2025,General Louis Wagner School,General Louis Wagner School,1928,0,1,0,0,Catchment,District,0,0,0,0,0,0,1,1,1,0,0,0,0,
7150,2024-2025,Juniata Park Academy,Juniata Park Academy,2007,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
7200,2024-2025,Clara Barton School,Clara Barton School,1925,1,0,0,0,Catchment,District,1,1,1,0,0,0,0,0,0,0,0,0,0,
7220,2024-2025,Laura H. Carnell School,Laura H. Carnell School,1931,1,0,0,0,Catchment,District,1,1,1,1,1,1,0,0,0,0,0,0,0,
7260,2024-2025,Ellwood School,Ellwood School,1957,1,0,0,0,Catchment,District,1,1,1,1,1,1,0,0,0,0,0,0,0,
7270,2024-2025,Thomas K. Finletter School,Thomas K. Finletter School,1930,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
7280,2024-2025,Benjamin Franklin Elementary School,Benjamin Franklin Elementary School,1915,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
7290,2024-2025,Allen M. Stearne School,Allen M. Stearne School,1968,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
7300,2024-2025,Francis Hopkinson School,Francis Hopkinson School,1927,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
7310,2024-2025,Feltonville Intermediate School,Feltonville Intermediate School,1908,1,0,0,0,Catchment,District,0,0,0,1,1,1,0,0,0,0,0,0,0,
7320,2024-2025,Julia W. Howe School,Julia W. Howe School,1913,1,0,0,0,Catchment,District,1,1,1,1,1,1,0,0,0,0,0,0,0,
7330,2024-2025,Henry W. Lawton School,Henry W. Lawton School,1973,1,0,0,0,Catchment,District,1,1,1,1,1,1,0,0,0,0,0,0,0,
7350,2024-2025,James R. Lowell School,James R. Lowell School,1913,1,0,0,0,Catchment,District,1,1,1,1,1,0,0,0,0,0,0,0,0,
7360,2024-2025,John Marshall School,John Marshall School,1909,1,0,0,0,Catchment,District,1,1,1,1,1,1,0,0,0,0,0,0,0,
7370,2024-2025,"Grover Washington, Jr. Middle School","Grover Washington, Jr. Middle School",2000,0,1,0,0,Catchment,District,0,0,0,0,0,1,1,1,1,0,0,0,0,
7380,2024-2025,Alexander K. McClure School,Alexander K. McClure School,1910,1,0,0,0,Catchment,District,1,1,1,1,1,1,0,0,0,0,0,0,0,
7390,2024-2025,Andrew J. Morrison School,Andrew J. Morrison School,1924,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
7400,2024-2025,Olney Elementary School,Olney Elementary School,1900,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
7430,2024-2025,James J. Sullivan School,James J. Sullivan School,1930,1,0,0,0,Catchment,District,1,1,1,1,1,1,0,0,0,0,0,0,0,
7440,2024-2025,Bayard Taylor School,Bayard Taylor School,1907,1,0,0,0,Catchment,District,1,1,1,1,1,1,0,0,0,0,0,0,0,
7460,2024-2025,William H. Ziegler School,William H. Ziegler School,1957,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
7470,2024-2025,Bridesburg School,Bridesburg School,1958,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
7490,2024-2025,Prince Hall School,Prince Hall School,1971,1,0,0,0,Catchment,District,1,1,1,1,1,1,0,0,0,0,0,0,0,
7500,2024-2025,Feltonville School of Arts and Sciences,Feltonville School of Arts and Sciences,1993,0,1,0,0,Catchment,District,0,0,0,0,0,0,1,1,1,0,0,0,0,
7510,2024-2025,Mary M. Bethune School,Mary M. Bethune School,1970,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
7530,2024-2025,William Rowen School,William Rowen School,1938,1,0,0,0,Catchment,District,1,1,1,1,1,1,0,0,0,0,0,0,0,
7730,2024-2025,Roberto Clemente School,Roberto Clemente School,1916,0,1,0,0,Catchment,District,0,0,0,0,0,0,1,1,1,0,0,0,0,
8010,2024-2025,Abraham Lincoln High School,Abraham Lincoln High School,1950,0,0,1,0,Catchment,District,0,0,0,0,0,0,0,0,0,1,1,1,1,
8020,2024-2025,Northeast High School,Northeast High School,1957,0,0,1,0,Catchment,District,0,0,0,0,0,0,0,0,0,1,1,1,1,
8030,2024-2025,George Washington High School,George Washington High School,1963,0,0,1,0,Catchment,District,0,0,0,0,0,0,0,0,0,1,1,1,1,
8040,2024-2025,Arts Academy at Rush High School,Arts Academy at Rush High School,2008,0,0,1,0,Criteria-Based,District,0,0,0,0,0,0,0,0,0,1,1,1,1,
8070,2024-2025,OIC Career and Academic Development Institute,OIC Career and Academic Development Institute,2004,0,0,1,0,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1,
8080,2024-2025,Excel Academy North,Excel Academy North,2005,0,0,1,0,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1,
8090,2024-2025,Swenson Arts and Technology High School,Swenson Arts and Technology High School,2000,0,0,1,0,Citywide,District,0,0,0,0,0,0,0,0,0,1,1,1,1,
8100,2024-2025,Gateway to College - Community College of Philadelphia,Gateway to College - Community College of Philadelphia,2006,0,0,1,0,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1,
8120,2024-2025,Castor Gardens School,Castor Gardens School,1928,0,1,0,0,Catchment,District,0,0,0,0,0,0,1,1,1,0,0,0,0,
8130,2024-2025,Northeast Community Propel Academy,Northeast Community Propel Academy,2021,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
8160,2024-2025,Charles C.A. Baldi School,Charles C.A. Baldi School,1971,0,1,0,0,Catchment,District,0,0,0,0,0,0,1,1,1,0,0,0,0,
8190,2024-2025,One Bright Ray - Fairhill,One Bright Ray - Fairhill,2004,0,0,1,0,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1,
8200,2024-2025,Ethan Allen School,Ethan Allen School,1930,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
8210,2024-2025,Joseph H. Brown School,Joseph H. Brown School,1937,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
8230,2024-2025,Kennedy C. Crossan School,Kennedy C. Crossan School,1924,1,0,0,0,Catchment,District,1,1,1,1,1,1,0,0,0,0,0,0,0,
8240,2024-2025,Hamilton Disston School,Hamilton Disston School,1924,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
8250,2024-2025,Edwin Forrest School,Edwin Forrest School,1929,1,0,0,0,Catchment,District,1,1,1,1,1,1,0,0,0,0,0,0,0,
8260,2024-2025,Fox Chase School,Fox Chase School,1949,1,0,0,0,Catchment,District,1,1,1,1,1,1,0,0,0,0,0,0,0,
8270,2024-2025,Thomas Holme School,Thomas Holme School,1950,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
8300,2024-2025,Mayfair School,Mayfair School,1949,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
8310,2024-2025,J. Hampton Moore School,J. Hampton Moore School,1952,1,0,0,0,Catchment,District,1,1,1,1,1,1,0,0,0,0,0,0,0,
8340,2024-2025,Solomon Solis-Cohen School,Solomon Solis-Cohen School,1948,1,0,0,0,Catchment,District,1,1,1,1,1,1,0,0,0,0,0,0,0,
8350,2024-2025,Gilbert Spruance School,Gilbert Spruance School,1949,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
8360,2024-2025,Rhawnhurst School,Rhawnhurst School,1949,1,0,0,0,Catchment,District,1,1,1,1,1,1,0,0,0,0,0,0,0,
8370,2024-2025,Watson Comly School,Watson Comly School,1929,1,0,0,0,Catchment,District,1,1,1,1,1,1,0,0,0,0,0,0,0,
8380,2024-2025,Louis H. Farrell School,Louis H. Farrell School,1959,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
8390,2024-2025,Aloysius L. Fitzpatrick School,Aloysius L. Fitzpatrick School,1960,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
8400,2024-2025,Anne Frank School,Anne Frank School,1962,1,0,0,0,Catchment,District,1,1,1,1,1,1,0,0,0,0,0,0,0,
8410,2024-2025,Robert B. Pollock School,Robert B. Pollock School,1962,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
8420,2024-2025,Stephen Decatur School,Stephen Decatur School,1964,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
8430,2024-2025,Joseph Greenberg School,Joseph Greenberg School,1964,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
8440,2024-2025,William H. Loesche School,William H. Loesche School,1965,1,0,0,0,Catchment,District,1,1,1,1,1,1,0,0,0,0,0,0,0,
8450,2024-2025,YESPhilly,YESPhilly,2013,0,0,1,0,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1,
8460,2024-2025,Philadelphia Learning Academy West,Philadelphia Learning Academy West,2009,0,0,1,0,Alternative,District,0,0,0,0,0,0,0,0,0,1,1,1,1,
8470,2024-2025,Philadelphia Learning Academy North,Philadelphia Learning Academy North,2009,0,1,1,0,Alternative,District,0,0,0,0,0,0,0,0,1,1,1,1,1,
8540,2024-2025,Pennypack House School,Pennypack House School,1952,0,0,1,0,Alternative,District,0,0,0,0,0,0,0,0,0,1,1,1,1,
8560,2024-2025,The Workshop High School,The Workshop High School,2013,0,0,1,0,Citywide,District,0,0,0,0,0,0,0,0,0,1,1,1,1,
8690,2024-2025,Crossroads Accelerated Academy,Crossroads Accelerated Academy,2009,0,1,1,0,Alternative,District,0,0,0,0,0,0,0,1,1,1,1,0,0,
8770,2024-2025,"Hancock, John Demonstration School","Hancock, John Demonstration School",2016,1,1,0,0,Catchment,District,1,1,1,1,1,1,1,1,1,0,0,0,0,
8780,2024-2025,Philadelphia Virtual Academy,Philadelphia Virtual Academy,2013,1,1,1,0,Virtual,District,1,1,1,1,1,1,1,1,1,1,1,1,1,
8860,2024-2025,One Bright Ray - Mansion,One Bright Ray - Mansion,2018,0,0,1,0,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1,
8870,2024-2025,One Bright Ray - Mansion Evening,One Bright Ray - Mansion Evening,2018,0,0,1,0,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1,
8890,2024-2025,One Bright Ray - Simpson,One Bright Ray - Simpson,2007,0,0,1,0,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1,
8891,2024-2025,One Bright Ray - Simpson Evening,One Bright Ray - Simpson Evening,2022,0,0,0,1,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1,
8900,2024-2025,Re-Engagement Center,Re-Engagement Center,2008,0,0,1,0,Alternative,District,0,0,0,0,0,0,0,0,0,1,1,1,1,
