school_id,school_year,standardized_school_name,original_school_name,year_school_opened,is_elementary_school,is_middle_school,is_high_school,is_other_school,admission_type,governance,serves_grade_k,serves_grade_1,serves_grade_2,serves_grade_3,serves_grade_4,serves_grade_5,serves_grade_6,serves_grade_7,serves_grade_8,serves_grade_9,serves_grade_10,serves_grade_11,serves_grade_12
1300,2020-2021,Avery D. Harrington School,Avery D. Harrington School,1927,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
1340,2020-2021,Henry C. Lea School,Henry C. Lea School,1914,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
1350,2020-2021,William C. Longstreth School,William C. Longstreth School,1971,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
1360,2020-2021,Morton McMichael School,Morton McMichael School,1963,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
1370,2020-2021,S. Weir Mitchell School,S. Weir Mitchell School,1916,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
1380,2020-2021,Thomas G. Morton School,Thomas G. Morton School,1971,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
1390,2020-2021,Samuel Powel School,Samuel Powel School,1961,1,0,0,0,Neighborhood,District,1,1,1,1,1,0,0,0,0,0,0,0,0
1400,2020-2021,John M. Patterson School,John M. Patterson School,1921,1,0,0,0,Neighborhood,District,1,1,1,1,1,0,0,0,0,0,0,0,0
1410,2020-2021,James Rhoads School,James Rhoads School,1960,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
1420,2020-2021,Martha Washington School,Martha Washington School,1930,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
1440,2020-2021,Penrose School,Penrose School,1971,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
1460,2020-2021,Add B. Anderson School,Add B. Anderson School,1963,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
1470,2020-2021,Alain Locke School,Alain Locke School,1964,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
1490,2020-2021,Rudolph Blankenburg School,Rudolph Blankenburg School,1925,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
1580,2020-2021,Middle Years Alternative School,Middle Years Alternative School,1972,0,1,0,0,Citywide,District,0,0,0,0,0,1,1,1,1,0,0,0,0
2000,2020-2021,South Philadelphia High School,South Philadelphia High School,1957,0,0,1,0,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1
2010,2020-2021,Benjamin Franklin High School,Benjamin Franklin High School,1958,0,0,1,0,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1
2020,2020-2021,High School for Creative and Performing Arts,High School for Creative and Performing Arts,1997,0,0,1,0,Special Admit,District,0,0,0,0,0,0,0,0,0,1,1,1,1
2050,2020-2021,Science Leadership Academy Middle School,Science Leadership Academy Middle School,2016,0,1,0,0,Neighborhood,District,0,0,0,0,0,1,1,1,1,0,0,0,0
2140,2020-2021,Julia R. Masterman School,Julia R. Masterman School,1933,0,1,1,0,Special Admit,District,0,0,0,0,0,1,1,1,1,1,1,1,1
2160,2020-2021,Furness High School,Furness High School,1912,0,0,1,0,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1
2190,2020-2021,D. Newlin Fell School,D. Newlin Fell School,1924,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
2210,2020-2021,Bache-Martin School,Bache-Martin School,1906,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
2240,2020-2021,F. Amedee Bregy School,F. Amedee Bregy School,1923,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
2260,2020-2021,George W. Childs School,George W. Childs School,1927,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
2290,2020-2021,Franklin Learning Center,Franklin Learning Center,1978,0,0,1,0,Special Admit,District,0,0,0,0,0,0,0,0,0,1,1,1,1
2310,2020-2021,Camelot Academy,Camelot Academy,2004,0,1,1,0,Alternative,Contracted,0,0,0,0,0,0,1,1,1,1,1,1,1
2320,2020-2021,Stephen Girard School,Stephen Girard School,1959,1,0,0,0,Neighborhood,District,1,1,1,1,1,0,0,0,0,0,0,0,0
2340,2020-2021,General George A. McCall School,General George A. McCall School,1909,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
2370,2020-2021,Delaplaine McDaniel School,Delaplaine McDaniel School,1937,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
2380,2020-2021,William M. Meredith School,William M. Meredith School,1931,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
2390,2020-2021,Robert Morris School,Robert Morris School,1964,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
2410,2020-2021,Girard Academic Music Program,Girard Academic Music Program,1914,0,1,1,0,Special Admit,District,0,0,0,0,0,1,1,1,1,1,1,1,1
2450,2020-2021,Edwin M. Stanton School,Edwin M. Stanton School,1926,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
2470,2020-2021,Albert M. Greenfield School,Albert M. Greenfield School,1970,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
2480,2020-2021,Chester A. Arthur School,Chester A. Arthur School,1964,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
2490,2020-2021,Laura W. Waring School,Laura W. Waring School,1956,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
2510,2020-2021,Andrew Jackson School,Andrew Jackson School,1925,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
2520,2020-2021,Abram S. Jenks School,Abram S. Jenks School,1897,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
2530,2020-2021,Phila. Juv. Justice Services Ctr. School,Phila. Juv. Justice Services Ctr. School,2012,0,1,1,0,Alternative,District,0,0,0,0,0,0,1,1,1,1,1,1,1
2540,2020-2021,Francis S. Key School,Francis S. Key School,1889,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,1,0,0,0,0,0,0
2580,2020-2021,Eliza B. Kirkbride School,Eliza B. Kirkbride School,1926,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
2590,2020-2021,George W. Nebinger School,George W. Nebinger School,1925,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
2620,2020-2021,Academy at Palumbo,Academy at Palumbo,2006,0,0,1,0,Special Admit,District,0,0,0,0,0,0,0,0,0,1,1,1,1
2630,2020-2021,George W. Sharswood School,George W. Sharswood School,1906,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
2640,2020-2021,Southwark School,Southwark School,1905,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
2650,2020-2021,Science Leadership Academy,Science Leadership Academy,2006,0,0,1,0,Special Admit,District,0,0,0,0,0,0,0,0,0,1,1,1,1
2670,2020-2021,Constitution High School,Constitution High School,2006,0,0,1,0,Citywide,District,0,0,0,0,0,0,0,0,0,1,1,1,1
2680,2020-2021,The Science Leadership Academy at Beeber,The Science Leadership Academy at Beeber,2014,0,1,1,0,Special Admit,District,0,0,0,0,0,1,1,1,0,1,1,1,1
2690,2020-2021,John H. Taggart School,John H. Taggart School,1917,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
2720,2020-2021,Vare-Washington School,Vare-Washington School,1903,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
3040,2020-2021,Excel Middle Years Academy,Excel Middle Years Academy,2017,0,1,0,0,Alternative,Contracted,0,0,0,0,0,0,1,1,1,0,0,0,0
3190,2020-2021,Crossroads at Hunting Park,Crossroads at Hunting Park,2011,1,0,0,0,Alternative,District,0,0,0,1,1,1,1,0,0,0,0,0,0
3210,2020-2021,Ben Franklin High School EOP,Ben Franklin High School EOP,2012,0,0,1,0,Alternative,District,0,0,0,0,0,0,0,0,0,1,1,1,1
3240,2020-2021,Liguori Academy-Fortis,Liguori Academy-Fortis,2017,0,0,1,0,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1
3290,2020-2021,Excel Academy South,Excel Academy South,2008,0,0,1,0,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1
3301,2020-2021,Community Academy of Philadelphia Charter School,Community Academy of Philadelphia Charter School,1997,1,1,1,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1
3302,2020-2021,Harambee Institute of Science and Technology Charter School,Harambee Institute of Science and Technology Charter School,1997,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3304,2020-2021,YouthBuild Philadelphia Charter School,YouthBuild Philadelphia Charter School,1997,0,0,1,0,Citywide With Criteria,Charter,0,0,0,0,0,0,0,0,0,0,0,0,1
3306,2020-2021,Christopher Columbus Charter School,Christopher Columbus Charter School,1999,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3307,2020-2021,Eugenio Maria De Hostos Charter School,Eugenio Maria De Hostos Charter School,1998,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3308,2020-2021,Inquiry Charter School,Inquiry Charter School,1998,1,0,0,0,Citywide,Charter,1,1,1,1,1,1,0,0,0,0,0,0,0
3309,2020-2021,Imhotep Institute Charter High School,Imhotep Institute Charter High School,1998,0,0,1,0,Citywide,Charter,0,0,0,0,0,0,0,0,0,1,1,1,1
3310,2020-2021,Laboratory Charter School of Communication and Languages,Laboratory Charter School of Communication and Languages,1998,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3312,2020-2021,Multicultural Academy Charter School,Multicultural Academy Charter School,1998,0,0,1,0,Citywide,Charter,0,0,0,0,0,0,0,0,0,1,1,1,1
3313,2020-2021,"Preparatory Charter School of Mathematics, Science, Technology and Careers","Preparatory Charter School of Mathematics, Science, Technology and Careers",1998,0,0,1,0,Citywide,Charter,0,0,0,0,0,0,0,0,0,1,1,1,1
3314,2020-2021,West Oak Lane Charter School,West Oak Lane Charter School,1998,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3315,2020-2021,Alliance For Progress Charter School,Alliance For Progress Charter School,1998,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3318,2020-2021,Freire Charter School,Freire Charter School,1999,0,1,1,0,Citywide,Charter,0,0,0,0,0,1,1,1,1,1,1,1,1
3321,2020-2021,"Math, Civics and Sciences Charter School","Math, Civics and Sciences Charter School",1999,1,1,1,0,Citywide,Charter,0,1,1,1,1,1,1,1,1,1,1,1,1
3322,2020-2021,Philadelphia Academy Charter School,Philadelphia Academy Charter School,1999,1,1,1,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1
3323,2020-2021,Mastery Charter School at Hardy Williams,Mastery Charter School at Hardy Williams,1999,1,1,1,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1
3326,2020-2021,Universal Institute Charter School,Universal Institute Charter School,1999,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3328,2020-2021,"Mathematics, Science, and Technology Community Charter School (MaST)","Mathematics, Science, and Technology Community Charter School (MaST)",1999,1,1,1,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1
3329,2020-2021,Young Scholars Charter School,Young Scholars Charter School,1999,0,1,0,0,Citywide,Charter,0,0,0,0,0,0,1,1,1,0,0,0,0
3331,2020-2021,Franklin Towne Charter High School,Franklin Towne Charter High School,2000,0,0,1,0,Citywide With Criteria,Charter,0,0,0,0,0,0,0,0,0,1,1,1,1
3332,2020-2021,Mariana Bracetti Academy Charter School,Mariana Bracetti Academy Charter School,2000,1,1,1,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1
3333,2020-2021,Esperanza Academy Charter School,Esperanza Academy Charter School,2000,1,1,1,0,Citywide,Charter,0,0,0,0,1,0,1,1,1,1,1,1,1
3334,2020-2021,New Foundations Charter School,New Foundations Charter School,2000,1,1,1,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1
3335,2020-2021,People for People Charter School,People for People Charter School,2001,1,1,1,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,1,1
3336,2020-2021,Philadelphia Performing Arts: A String Theory Charter School,Philadelphia Performing Arts: A String Theory Charter School,2000,1,1,1,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1
3337,2020-2021,Global Leadership Academy Charter School,Global Leadership Academy Charter School,2000,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3341,2020-2021,Independence Charter School,Independence Charter School,2001,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3353,2020-2021,KIPP DuBois Charter School,KIPP DuBois Charter School,2015,0,0,1,0,Citywide With Criteria,Charter,0,0,0,0,0,0,0,0,0,1,1,1,1
3357,2020-2021,West Philadelphia Achievement Charter School,West Philadelphia Achievement Charter School,2002,1,0,0,0,Citywide,Charter,1,1,1,1,1,1,0,0,0,0,0,0,0
3358,2020-2021,Philadelphia Electrical and Technology Charter School,Philadelphia Electrical and Technology Charter School,2002,0,0,1,0,Citywide,Charter,0,0,0,0,0,0,0,0,0,1,1,1,1
3359,2020-2021,Richard Allen Preparatory Charter School,Richard Allen Preparatory Charter School,2001,0,1,0,0,Citywide,Charter,0,0,0,0,0,1,1,1,1,0,0,0,0
3360,2020-2021,Russell Byers Charter School,Russell Byers Charter School,2001,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3361,2020-2021,Mastery Charter School at Lenfest,Mastery Charter School at Lenfest,2001,0,1,1,0,Citywide With Criteria,Charter,0,0,0,0,0,0,0,1,1,1,1,1,1
3362,2020-2021,Wissahickon Charter School,Wissahickon Charter School,2002,1,1,0,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3364,2020-2021,First Philadelphia Preparatory Charter School,First Philadelphia Preparatory Charter School,2002,1,1,1,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1
3365,2020-2021,Green Woods Charter School,Green Woods Charter School,2002,1,1,0,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3366,2020-2021,Maritime Academy Charter School (MACHS),Maritime Academy Charter School (MACHS),2003,1,1,1,0,Citywide,Charter,0,1,1,1,1,1,1,1,1,1,1,1,1
3368,2020-2021,Belmont Charter School,Belmont Charter School,2005,1,1,1,0,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1
3370,2020-2021,KIPP Philadelphia Charter School,KIPP Philadelphia Charter School,2003,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3372,2020-2021,Discovery Charter School,Discovery Charter School,2003,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3378,2020-2021,Philadelphia Montessori Charter School,Philadelphia Montessori Charter School,2004,1,0,0,0,Citywide,Charter,1,1,1,1,1,1,1,0,0,0,0,0,0
3379,2020-2021,Ad Prima Charter School,Ad Prima Charter School,2004,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3383,2020-2021,Mastery Charter School at Shoemaker,Mastery Charter School at Shoemaker,2006,0,1,1,0,Citywide With Criteria,Charter,0,0,0,0,0,0,0,1,1,1,1,1,1
3384,2020-2021,Folk Arts-Cultural Treasures Charter School,Folk Arts-Cultural Treasures Charter School,2005,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3385,2020-2021,Mastery Charter School at Thomas Campus,Mastery Charter School at Thomas Campus,2005,1,1,1,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1
3386,2020-2021,Northwood Academy Charter School,Northwood Academy Charter School,2005,1,1,0,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3388,2020-2021,Boys Latin of Philadelphia Charter School,Boys Latin of Philadelphia Charter School,2007,0,1,1,0,Citywide,Charter,0,0,0,0,0,0,1,1,1,1,1,1,1
3389,2020-2021,Keystone Academy Charter School,Keystone Academy Charter School,2007,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3392,2020-2021,Southwest Leadership Academy Charter School,Southwest Leadership Academy Charter School,2007,1,1,0,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3393,2020-2021,Mastery Charter School at Pickett,Mastery Charter School at Pickett,2007,0,1,1,0,Citywide With Criteria,Charter,0,0,0,0,0,0,1,1,1,1,1,1,1
3394,2020-2021,Pan American Academy Charter School,Pan American Academy Charter School,2008,1,1,0,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3395,2020-2021,Antonia Pantoja Charter School,Antonia Pantoja Charter School,2008,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3396,2020-2021,KIPP West Philadelphia Preparatory Charter School,KIPP West Philadelphia Preparatory Charter School,2009,0,1,0,0,Citywide With Criteria,Charter,0,0,0,0,0,1,1,1,1,0,0,0,0
3399,2020-2021,Sankofa Freedom Academy Charter School,Sankofa Freedom Academy Charter School,2009,1,1,1,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1
3403,2020-2021,Franklin Towne Charter Elementary School,Franklin Towne Charter Elementary School,2009,1,1,0,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3404,2020-2021,Tacony Academy Charter School,Tacony Academy Charter School,2009,1,1,1,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1
3406,2020-2021,Aspira Charter School at Stetson,Aspira Charter School at Stetson,2010,0,1,0,0,Neighborhood,Charter,0,0,0,0,0,1,1,1,1,0,0,0,0
3407,2020-2021,Mastery Charter School at Harrity,Mastery Charter School at Harrity,2010,1,1,0,0,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3408,2020-2021,Mastery Charter School at Mann,Mastery Charter School at Mann,2010,1,0,0,0,Neighborhood,Charter,1,1,1,1,1,1,1,0,0,0,0,0,0
3409,2020-2021,Mastery Charter School at Smedley,Mastery Charter School at Smedley,2010,1,0,0,0,Neighborhood,Charter,1,1,1,1,1,1,1,0,0,0,0,0,0
3410,2020-2021,Universal Charter School at Bluford,Universal Charter School at Bluford,2010,1,0,0,0,Neighborhood,Charter,1,1,1,1,1,1,1,0,0,0,0,0,0
3411,2020-2021,Universal Charter School at Daroff,Universal Charter School at Daroff,2010,1,1,0,0,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3412,2020-2021,Mastery Charter School at Douglass,Mastery Charter School at Douglass,2010,1,1,0,0,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3414,2020-2021,Aspira Charter School at Olney,Aspira Charter School at Olney,2011,0,0,1,0,Neighborhood,Charter,0,0,0,0,0,0,0,0,0,1,1,1,1
3415,2020-2021,Mastery Charter School at Clymer,Mastery Charter School at Clymer,2011,1,0,0,0,Neighborhood,Charter,1,1,1,1,1,1,1,0,0,0,0,0,0
3416,2020-2021,Mastery Charter School at Gratz,Mastery Charter School at Gratz,2011,0,1,1,0,Neighborhood,Charter,0,0,0,0,0,0,0,1,1,1,1,1,1
3417,2020-2021,Universal Charter School at Audenried,Universal Charter School at Audenried,2011,0,0,1,0,Neighborhood,Charter,0,0,0,0,0,0,0,0,0,1,1,1,1
3418,2020-2021,Universal Charter School at Vare,Universal Charter School at Vare,2011,0,1,0,0,Neighborhood,Charter,0,0,0,0,0,1,1,1,1,0,0,0,0
3419,2020-2021,Lindley Academy Charter at Birney,Lindley Academy Charter at Birney,2011,1,1,0,0,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3420,2020-2021,Mastery Charter School at Cleveland,Mastery Charter School at Cleveland,2012,1,1,0,0,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3421,2020-2021,Universal Charter School at Creighton,Universal Charter School at Creighton,2012,1,1,0,0,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3422,2020-2021,The Philadelphia Charter School for Arts and Sciences,The Philadelphia Charter School for Arts and Sciences,2012,1,1,0,0,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3423,2020-2021,Memphis Street Academy Charter School at J.P. Jones,Memphis Street Academy Charter School at J.P. Jones,2012,0,1,0,0,Neighborhood,Charter,0,0,0,0,0,1,1,1,1,0,0,0,0
3424,2020-2021,Universal Charter School at Alcorn,Universal Charter School at Alcorn,2013,1,1,0,0,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3426,2020-2021,Mastery Charter School at Pastorius,Mastery Charter School at Pastorius,2013,1,1,0,0,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3427,2020-2021,Mastery Charter School at Wister,Mastery Charter School at Wister,2016,1,0,0,0,Neighborhood,Charter,1,1,1,1,1,1,0,0,0,0,0,0,0
3428,2020-2021,Global Leadership Academy at Huey,Global Leadership Academy at Huey,2016,1,1,0,0,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3437,2020-2021,KIPP North Philadelphia Charter School,KIPP North Philadelphia Charter School,2018,1,0,0,0,Citywide,Charter,1,1,1,1,0,0,0,0,0,0,0,0,0
3438,2020-2021,Deep Roots Charter School,Deep Roots Charter School,2018,1,0,0,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,0,0,0,0,0,0
3439,2020-2021,Mastery Prep Elementary Charter School,Mastery Prep Elementary Charter School,2018,1,0,0,0,Citywide,Charter,1,1,1,1,1,0,0,0,0,0,0,0,0
3440,2020-2021,MaST Community Charter School II,MaST Community Charter School II,2016,1,1,1,0,Citywide,Charter,1,1,1,1,1,1,1,1,0,1,1,0,0
3441,2020-2021,TECH Freire Charter School,TECH Freire Charter School,2016,0,0,1,0,Citywide With Criteria,Charter,0,0,0,0,0,0,0,0,0,1,1,1,1
3442,2020-2021,Independence Charter School West,Independence Charter School West,2016,1,1,0,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,0,0,0,0,0
3443,2020-2021,KIPP West Philadelphia Charter School,KIPP West Philadelphia Charter School,2016,1,0,0,0,Citywide,Charter,1,1,1,1,1,0,0,0,0,0,0,0,0
3445,2020-2021,MAST III Charter School,MAST III Charter School,2019,1,0,0,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,0,0,0,0,0,0
3446,2020-2021,Philadelphia Hebrew Charter,Philadelphia Hebrew Charter,2019,1,0,0,0,Citywide,Charter,1,1,1,0,0,0,0,0,0,0,0,0,0
3510,2020-2021,El Centro de Estudiantes (Big Picture),El Centro de Estudiantes (Big Picture),2009,0,0,1,0,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1
3540,2020-2021,Ombudsman Northwest,Ombudsman Northwest,2009,0,0,1,0,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1
3810,2020-2021,One Bright Ray - Elmwood Campus,One Bright Ray - Elmwood Campus,2015,0,0,1,0,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1
3820,2020-2021,Camelot Academy East,Camelot Academy East,2016,0,1,1,0,Alternative,Contracted,0,0,0,0,0,0,0,1,1,1,1,1,1
3840,2020-2021,Philadelphia OIC Workforce Academy,Philadelphia OIC Workforce Academy,2017,0,0,1,0,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1
3850,2020-2021,Northeast High School EOP,Northeast High School EOP,2016,0,0,1,0,Alternative,District,0,0,0,0,0,0,0,0,0,1,1,1,1
3880,2020-2021,South Philadelphia High School EOP,South Philadelphia High School EOP,2008,0,0,1,0,Alternative,District,0,0,0,0,0,0,0,0,0,1,1,1,1
4020,2020-2021,Overbrook High School,Overbrook High School,1926,0,0,1,0,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1
4030,2020-2021,High School of Engineering and Science,High School of Engineering and Science,1949,0,1,1,0,Special Admit,District,0,0,0,0,0,0,0,1,1,1,1,1,1
4060,2020-2021,Murrell Dobbins Career and Technical High School,Murrell Dobbins Career and Technical High School,1938,0,0,1,0,Citywide,District,0,0,0,0,0,0,0,0,0,1,1,1,1
4140,2020-2021,Strawberry Mansion High School,Strawberry Mansion High School,1964,0,0,1,0,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,0,1
4220,2020-2021,James G. Blaine School,James G. Blaine School,1966,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
4240,2020-2021,Lewis C. Cassidy Academics Plus School,Lewis C. Cassidy Academics Plus School,1924,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
