school_id,school_year,standardized_school_name,original_school_name,year_school_opened,is_elementary_school,is_middle_school,is_high_school,is_other_school,admission_type,governance,serves_grade_k,serves_grade_1,serves_grade_2,serves_grade_3,serves_grade_4,serves_grade_5,serves_grade_6,serves_grade_7,serves_grade_8,serves_grade_9,serves_grade_10,serves_grade_11,serves_grade_12
4350,2019-2020,E. Washington Rhodes School,E. Washington Rhodes School,2013,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
4360,2019-2020,Kenderton Elementary School,Kenderton Elementary School,2016,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
4370,2019-2020,Overbrook Elementary School,Overbrook Elementary School,1990,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
4380,2019-2020,Thomas M. Peirce School,Thomas M. Peirce School,1908,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,1,0,0,0,0,0,0
4440,2019-2020,Dr. Ethel Allen School,Dr. Ethel Allen School,1971,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
4460,2019-2020,Tanner G. Duckrey School,Tanner G. Duckrey School,1968,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
4470,2019-2020,Richard R. Wright School,Richard R. Wright School,1970,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
4480,2019-2020,Overbrook Educational Center,Overbrook Educational Center,1986,1,1,0,0,Citywide,District,1,1,1,1,1,1,1,1,1,0,0,0,0
4530,2019-2020,Edward Gideon School,Edward Gideon School,1952,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
4560,2019-2020,William D. Kelley School,William D. Kelley School,1965,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
4570,2019-2020,General George G. Meade School,General George G. Meade School,1937,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
5020,2019-2020,Thomas A. Edison High School,Thomas A. Edison High School,1985,0,0,1,0,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1
5050,2019-2020,Philadelphia Military Academy,Philadelphia Military Academy,2005,0,0,1,0,Citywide,District,0,0,0,0,0,0,0,0,0,1,1,1,1
5060,2019-2020,Jules E. Mastbaum Area Vocational Technical High School,Jules E. Mastbaum Area Vocational Technical High School,1929,0,0,1,0,Citywide,District,0,0,0,0,0,0,0,0,0,1,1,1,1
5070,2019-2020,Parkway Northwest High School,Parkway Northwest High School,1960,0,0,1,0,Special Admit,District,0,0,0,0,0,0,0,0,0,1,1,1,1
5080,2019-2020,Parkway Center City Middle College High School,Parkway Center City Middle College High School,2005,0,0,1,0,Special Admit,District,0,0,0,0,0,0,0,0,0,1,1,1,1
5090,2019-2020,Parkway West High School,Parkway West High School,2004,0,0,1,0,Special Admit,District,0,0,0,0,0,0,0,0,0,1,1,1,1
5150,2019-2020,William W. Bodine High School,William W. Bodine High School,1935,0,0,1,0,Special Admit,District,0,0,0,0,0,0,0,0,0,1,1,1,1
5160,2019-2020,Penn Treaty High School,Penn Treaty High School,2013,0,1,1,0,Neighborhood,District,0,0,0,0,0,0,1,1,1,1,1,1,1
5170,2019-2020,Julia de Burgos School,Julia de Burgos School,1903,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
5180,2019-2020,Vaux High School: A Big Picture,Vaux High School: A Big Picture,2017,0,0,1,0,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,0
5200,2019-2020,Alexander Adaire School,Alexander Adaire School,1957,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
5210,2019-2020,Henry A. Brown School,Henry A. Brown School,1959,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
5230,2019-2020,Russell H. Conwell School,Russell H. Conwell School,1926,0,1,0,0,Special Admit,District,0,0,0,0,0,1,1,1,1,0,0,0,0
5250,2019-2020,Paul L. Dunbar School,Paul L. Dunbar School,1932,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
5260,2019-2020,Lewis Elkin School,Lewis Elkin School,1973,1,0,0,0,Neighborhood,District,1,1,1,1,1,0,0,0,0,0,0,0,0
5300,2019-2020,Horatio B. Hackett School,Horatio B. Hackett School,1969,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
5320,2019-2020,John F. Hartranft School,John F. Hartranft School,1968,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
5330,2019-2020,William H. Hunter School,William H. Hunter School,1909,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
5340,2019-2020,James R. Ludlow School,James R. Ludlow School,1927,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
5350,2019-2020,William McKinley School,William McKinley School,1970,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
5370,2019-2020,John Moffet School,John Moffet School,1973,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
5390,2019-2020,Potter-Thomas School,Potter-Thomas School,1967,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
5400,2019-2020,Richmond School,Richmond School,1929,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
5410,2019-2020,Isaac A. Sheppard School,Isaac A. Sheppard School,1898,1,0,0,0,Neighborhood,District,1,1,1,1,1,0,0,0,0,0,0,0,0
5420,2019-2020,John Welsh School,John Welsh School,1966,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
5430,2019-2020,Alternative Middle Years at James Martin,Alternative Middle Years at James Martin,1985,0,1,0,0,Citywide,District,0,0,0,0,0,0,1,1,1,0,0,0,0
5440,2019-2020,Frances E. Willard School,Frances E. Willard School,1907,1,0,0,0,Neighborhood,District,1,1,1,1,1,0,0,0,0,0,0,0,0
5470,2019-2020,William Cramp School,William Cramp School,1969,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
5480,2019-2020,General Philip Kearny School,General Philip Kearny School,1898,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
5490,2019-2020,Cayuga School,Cayuga School,1950,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
5500,2019-2020,Thurgood Marshall School,Thurgood Marshall School,1997,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
5520,2019-2020,Kensington High School for Creative and Performing Arts,Kensington High School for Creative and Performing Arts,2005,0,0,1,0,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1
5530,2019-2020,Philip H. Sheridan School,Philip H. Sheridan School,1899,1,0,0,0,Neighborhood,District,1,1,1,1,1,0,0,0,0,0,0,0,0
5550,2019-2020,Kensington Health Sciences Academy,Kensington Health Sciences Academy,2001,0,0,1,0,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1
5560,2019-2020,Spring Garden School,Spring Garden School,1928,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
5590,2019-2020,John H. Webster School,John H. Webster School,1968,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
5610,2019-2020,Building 21,Building 21,2014,0,0,1,0,Citywide,District,0,0,0,0,0,0,0,0,0,1,1,1,1
5620,2019-2020,The U School,The U School,2014,0,0,1,0,Citywide,District,0,0,0,0,0,0,0,0,0,1,1,1,1
5660,2019-2020,The LINC,The LINC,2014,0,0,1,0,Citywide,District,0,0,0,0,0,0,0,0,0,1,1,1,1
5680,2019-2020,Honorable Luis Munoz-Marin School,Honorable Luis Munoz-Marin School,1997,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
5700,2019-2020,Kensington High School,Kensington High School,2016,0,0,1,0,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1
6010,2019-2020,Central High School,Central High School,1939,0,0,1,0,Special Admit,District,0,0,0,0,0,0,0,0,0,1,1,1,1
6030,2019-2020,Roxborough High School,Roxborough High School,1924,0,0,1,0,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1
6040,2019-2020,Walter B. Saul High School,Walter B. Saul High School,1950,0,0,1,0,Special Admit,District,0,0,0,0,0,0,0,0,0,1,1,1,1
6050,2019-2020,Philadelphia High School for Girls,Philadelphia High School for Girls,1956,0,0,1,0,Special Admit,District,0,0,0,0,0,0,0,0,0,1,1,1,1
6060,2019-2020,Martin Luther King High School,Martin Luther King High School,1972,0,0,1,0,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1
6090,2019-2020,A. Philip Randolph Career and Technical High School,A. Philip Randolph Career and Technical High School,2004,0,0,1,0,Citywide,District,0,0,0,0,0,0,0,0,0,1,1,1,1
6200,2019-2020,Anna B. Day School,Anna B. Day School,1952,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
6210,2019-2020,Franklin S. Edmonds School,Franklin S. Edmonds School,1948,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
6220,2019-2020,Eleanor C. Emlen School,Eleanor C. Emlen School,1926,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
6230,2019-2020,Fitler Academics Plus School,Fitler Academics Plus School,1898,1,1,0,0,Citywide,District,1,1,1,1,1,1,1,1,1,0,0,0,0
6250,2019-2020,Charles W. Henry School,Charles W. Henry School,1908,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
6260,2019-2020,Henry H. Houston School,Henry H. Houston School,1927,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
6270,2019-2020,Jenks Academy for Arts and Sciences,Jenks Academy for Arts and Sciences,1924,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
6300,2019-2020,James Logan School,James Logan School,1924,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
6310,2019-2020,John F. McCloskey School,John F. McCloskey School,1956,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
6320,2019-2020,Thomas Mifflin School,Thomas Mifflin School,1937,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
6340,2019-2020,Joseph Pennell School,Joseph Pennell School,1927,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
6350,2019-2020,Samuel Pennypacker School,Samuel Pennypacker School,1930,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
6360,2019-2020,Theodore Roosevelt School,Theodore Roosevelt School,2013,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
6380,2019-2020,Shawmont School,Shawmont School,1928,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
6390,2019-2020,Edward T. Steel School,Edward T. Steel School,1973,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
6400,2019-2020,Widener Memorial School,Widener Memorial School,1953,1,1,1,0,Citywide,District,1,1,1,1,1,1,1,1,1,1,1,1,1
6410,2019-2020,Cook-Wissahickon School,Cook-Wissahickon School,1969,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
6440,2019-2020,Anna L. Lingelbach School,Anna L. Lingelbach School,1955,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
6450,2019-2020,James Dobson School,James Dobson School,1930,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
6460,2019-2020,Hill-Freedman World Academy,Hill-Freedman World Academy,1980,0,1,1,0,Special Admit,District,0,0,0,0,0,0,1,1,1,1,1,1,1
6470,2019-2020,John B. Kelly School,John B. Kelly School,1970,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
6480,2019-2020,Academy for the Middle Years at Northwest,Academy for the Middle Years at Northwest,2012,0,1,0,0,Special Admit,District,0,0,0,0,0,0,1,1,1,0,0,0,0
6540,2019-2020,Lankenau High School,Lankenau High School,1987,0,0,1,0,Special Admit,District,0,0,0,0,0,0,0,0,0,1,1,1,1
7010,2019-2020,Frankford High School,Frankford High School,1914,0,0,1,0,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1
7100,2019-2020,Jay Cooke School,Jay Cooke School,1923,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
7110,2019-2020,Warren G. Harding School,Warren G. Harding School,1924,0,1,0,0,Neighborhood,District,0,0,0,0,0,0,1,1,1,0,0,0,0
7120,2019-2020,Samuel Fels High School,Samuel Fels High School,1954,0,0,1,0,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1
7130,2019-2020,General Louis Wagner School,General Louis Wagner School,1928,0,1,0,0,Neighborhood,District,0,0,0,0,0,0,1,1,1,0,0,0,0
7150,2019-2020,Juniata Park Academy,Juniata Park Academy,2007,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
7200,2019-2020,Clara Barton School,Clara Barton School,1925,1,0,0,0,Neighborhood,District,1,1,1,0,0,0,0,0,0,0,0,0,0
7220,2019-2020,Laura H. Carnell School,Laura H. Carnell School,1931,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
7260,2019-2020,Ellwood School,Ellwood School,1957,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
7270,2019-2020,Thomas K. Finletter School,Thomas K. Finletter School,1930,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
7280,2019-2020,Benjamin Franklin School,Benjamin Franklin School,1915,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
7290,2019-2020,Allen M. Stearne School,Allen M. Stearne School,1968,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
7300,2019-2020,Francis Hopkinson School,Francis Hopkinson School,1927,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
7310,2019-2020,Feltonville Intermediate School,Feltonville Intermediate School,1908,1,0,0,0,Neighborhood,District,0,0,0,1,1,1,0,0,0,0,0,0,0
7320,2019-2020,Julia W. Howe School,Julia W. Howe School,1913,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
7330,2019-2020,Henry W. Lawton School,Henry W. Lawton School,1973,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
7350,2019-2020,James R. Lowell School,James R. Lowell School,1913,1,0,0,0,Neighborhood,District,1,1,1,1,1,0,0,0,0,0,0,0,0
7360,2019-2020,John Marshall School,John Marshall School,1909,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
7370,2019-2020,"Grover Washington, Jr. School","Grover Washington, Jr. School",2000,0,1,0,0,Neighborhood,District,0,0,0,0,0,1,1,1,1,0,0,0,0
7380,2019-2020,Alexander K. McClure School,Alexander K. McClure School,1910,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
7390,2019-2020,Andrew J. Morrison School,Andrew J. Morrison School,1924,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
7400,2019-2020,Olney School,Olney School,1900,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
7430,2019-2020,James J. Sullivan School,James J. Sullivan School,1930,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
7440,2019-2020,Bayard Taylor School,Bayard Taylor School,1907,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
7460,2019-2020,William H. Ziegler School,William H. Ziegler School,1957,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
7470,2019-2020,Bridesburg School,Bridesburg School,1958,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
7490,2019-2020,Prince Hall School,Prince Hall School,1971,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
7500,2019-2020,Feltonville School of Arts and Sciences,Feltonville School of Arts and Sciences,1993,0,1,0,0,Neighborhood,District,0,0,0,0,0,0,1,1,1,0,0,0,0
7510,2019-2020,Mary M. Bethune School,Mary M. Bethune School,1970,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
7530,2019-2020,William Rowen School,William Rowen School,1938,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
7730,2019-2020,Roberto Clemente School,Roberto Clemente School,1916,0,1,0,0,Neighborhood,District,0,0,0,0,0,0,1,1,1,0,0,0,0
8010,2019-2020,Abraham Lincoln High School,Abraham Lincoln High School,1950,0,0,1,0,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1
8020,2019-2020,Northeast High School,Northeast High School,1957,0,0,1,0,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1
8030,2019-2020,George Washington High School,George Washington High School,1963,0,0,1,0,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1
8040,2019-2020,Arts Academy at Benjamin Rush,Arts Academy at Benjamin Rush,2008,0,0,1,0,Special Admit,District,0,0,0,0,0,0,0,0,0,1,1,1,1
8070,2019-2020,OIC CADI,OIC CADI,2004,0,0,1,0,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1
8080,2019-2020,Excel Academy North,Excel Academy North,2005,0,0,1,0,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1
8090,2019-2020,Swenson Arts and Technology High School,Swenson Arts and Technology High School,2000,0,0,1,0,Citywide,District,0,0,0,0,0,0,0,0,0,1,1,1,1
8100,2019-2020,Gateway to College - Community College of Philadelphia,Gateway to College - Community College of Philadelphia,2006,0,0,1,0,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1
8120,2019-2020,Woodrow Wilson School,Woodrow Wilson School,1928,0,1,0,0,Neighborhood,District,0,0,0,0,0,0,1,1,1,0,0,0,0
8140,2019-2020,Austin Meehan School,Austin Meehan School,1970,0,1,0,0,Neighborhood,District,0,0,0,0,0,0,0,1,1,0,0,0,0
8160,2019-2020,Baldi School,Baldi School,1971,0,1,0,0,Neighborhood,District,0,0,0,0,0,0,1,1,1,0,0,0,0
8190,2019-2020,One Bright Ray - Fairhill Campus,One Bright Ray - Fairhill Campus,2004,0,0,1,0,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1
8200,2019-2020,Ethan Allen School,Ethan Allen School,1930,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
8210,2019-2020,Joseph H. Brown School,Joseph H. Brown School,1937,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,1,0,0,0,0,0,0
8230,2019-2020,Kennedy C. Crossan School,Kennedy C. Crossan School,1924,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
8240,2019-2020,Hamilton Disston School,Hamilton Disston School,1924,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
8250,2019-2020,Edwin Forrest School,Edwin Forrest School,1929,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,1,0,0,0,0,0,0
8260,2019-2020,Fox Chase School,Fox Chase School,1949,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
8270,2019-2020,Thomas Holme School,Thomas Holme School,1950,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,1,0,0,0,0,0,0
8300,2019-2020,Mayfair School,Mayfair School,1949,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
8310,2019-2020,J. Hampton Moore School,J. Hampton Moore School,1952,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
8340,2019-2020,Solomon Solis-Cohen School,Solomon Solis-Cohen School,1948,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
8350,2019-2020,Gilbert Spruance School,Gilbert Spruance School,1949,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
8360,2019-2020,Rhawnhurst School,Rhawnhurst School,1949,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
8370,2019-2020,Watson Comly School,Watson Comly School,1929,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
8380,2019-2020,Louis H. Farrell School,Louis H. Farrell School,1959,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
8390,2019-2020,A.L. Fitzpatrick School,A.L. Fitzpatrick School,1960,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
8400,2019-2020,Anne Frank School,Anne Frank School,1962,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
8410,2019-2020,Robert B. Pollock School,Robert B. Pollock School,1962,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,1,0,0,0,0,0,0
8420,2019-2020,Stephen Decatur School,Stephen Decatur School,1964,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
8430,2019-2020,Joseph Greenberg School,Joseph Greenberg School,1964,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
8440,2019-2020,William H. Loesche School,William H. Loesche School,1965,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
8450,2019-2020,YES Philly,YES Philly,2013,0,0,1,0,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1
8460,2019-2020,Philadelphia Learning Academy South,Philadelphia Learning Academy South,2009,0,0,1,0,Alternative,District,0,0,0,0,0,0,0,0,0,1,1,1,1
8470,2019-2020,Philadelphia Learning Academy North,Philadelphia Learning Academy North,2009,0,0,1,0,Alternative,District,0,0,0,0,0,0,0,0,1,1,1,1,1
8540,2019-2020,Pennypack House School,Pennypack House School,1952,0,0,1,0,Alternative,District,0,0,0,0,0,0,0,0,0,1,1,1,1
8560,2019-2020,The Workshop School,The Workshop School,2013,0,0,1,0,Citywide,District,0,0,0,0,0,0,0,0,0,1,1,1,1
8690,2019-2020,Crossroads Accelerated Academy,Crossroads Accelerated Academy,2009,0,1,1,0,Alternative,District,0,0,0,0,0,0,0,1,1,1,1,0,0
8770,2019-2020,John Hancock Demonstration School,John Hancock Demonstration School,2016,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
8780,2019-2020,Philadelphia Virtual Academy,Philadelphia Virtual Academy,2013,0,1,1,0,Virtual,District,0,0,0,0,0,0,1,1,1,1,1,1,1
8860,2019-2020,One Bright Ray Mansion,One Bright Ray Mansion,2018,0,0,1,0,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1
8870,2019-2020,One Bright Ray Mansion Evening,One Bright Ray Mansion Evening,2018,0,0,1,0,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1
8890,2019-2020,One Bright Ray - Simpson Campus,One Bright Ray - Simpson Campus,2007,0,0,1,0,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1
8900,2019-2020,Re-Engagement Center,Re-Engagement Center,2008,0,0,1,0,Alternative,District,0,0,0,0,0,0,0,0,0,1,1,1,1
