school_id,school_year,standardized_school_name,original_school_name,year_school_opened,is_elementary_school,is_middle_school,is_high_school,is_other_school,admission_type,governance,serves_grade_k,this_col,serves_grade_1,serves_grade_2,serves_grade_3,serves_grade_4,serves_grade_5,serves_grade_6,serves_grade_7,serves_grade_8,serves_grade_9,serves_grade_10,serves_grade_11,serves_grade_12
7060,2022-2023,Olney High School,Olney High School,2022,0,0,1,0,Neighborhood,District,0,,0,0,0,0,0,0,0,0,1,1,1,1
7061,2022-2023,Olney HS Continuation Academy,Olney HS Continuation Academy,2022,0,0,0,1,Alternative,Contracted,0,,0,0,0,0,0,0,0,0,1,1,1,1
7100,2022-2023,Jay Cooke School,Jay Cooke School,1923,1,1,0,0,Neighborhood,District,1,,1,1,1,1,1,1,1,1,0,0,0,0
7110,2022-2023,Warren G. Harding School,Warren G. Harding School,1924,0,1,0,0,Neighborhood,District,0,,0,0,0,0,0,1,1,1,0,0,0,0
7120,2022-2023,Samuel Fels High School,Samuel Fels High School,1954,0,0,1,0,Neighborhood,District,0,,0,0,0,0,0,0,0,0,1,1,1,1
7130,2022-2023,General Louis Wagner School,General Louis Wagner School,1928,0,1,0,0,Neighborhood,District,0,,0,0,0,0,0,1,1,1,0,0,0,0
7150,2022-2023,Juniata Park Academy,Juniata Park Academy,2007,1,1,0,0,Neighborhood,District,1,,1,1,1,1,1,1,1,1,0,0,0,0
7200,2022-2023,Clara Barton School,Clara Barton School,1925,1,0,0,0,Neighborhood,District,1,,1,1,0,0,0,0,0,0,0,0,0,0
7220,2022-2023,Laura H. Carnell School,Laura H. Carnell School,1931,1,0,0,0,Neighborhood,District,1,,1,1,1,1,1,0,0,0,0,0,0,0
7260,2022-2023,Ellwood School,Ellwood School,1957,1,0,0,0,Neighborhood,District,1,,1,1,1,1,1,0,0,0,0,0,0,0
7270,2022-2023,Thomas K. Finletter School,Thomas K. Finletter School,1930,1,1,0,0,Neighborhood,District,1,,1,1,1,1,1,1,1,1,0,0,0,0
7280,2022-2023,Benjamin Franklin School,Benjamin Franklin School,1915,1,1,0,0,Neighborhood,District,1,,1,1,1,1,1,1,1,1,0,0,0,0
7290,2022-2023,Allen M. Stearne School,Allen M. Stearne School,1968,1,1,0,0,Neighborhood,District,1,,1,1,1,1,1,1,1,1,0,0,0,0
7300,2022-2023,Francis Hopkinson School,Francis Hopkinson School,1927,1,1,0,0,Neighborhood,District,1,,1,1,1,1,1,1,1,1,0,0,0,0
7310,2022-2023,Feltonville Intermediate School,Feltonville Intermediate School,1908,1,0,0,0,Neighborhood,District,0,,0,0,1,1,1,0,0,0,0,0,0,0
7320,2022-2023,Julia W. Howe School,Julia W. Howe School,1913,1,0,0,0,Neighborhood,District,1,,1,1,1,1,1,0,0,0,0,0,0,0
7330,2022-2023,Henry W. Lawton School,Henry W. Lawton School,1973,1,0,0,0,Neighborhood,District,1,,1,1,1,1,1,0,0,0,0,0,0,0
7350,2022-2023,James R. Lowell School,James R. Lowell School,1913,1,0,0,0,Neighborhood,District,1,,1,1,1,1,0,0,0,0,0,0,0,0
7360,2022-2023,John Marshall School,John Marshall School,1909,1,0,0,0,Neighborhood,District,1,,1,1,1,1,1,0,0,0,0,0,0,0
7370,2022-2023,"Grover Washington, Jr. School","Grover Washington, Jr. School",2000,0,1,0,0,Neighborhood,District,0,,0,0,0,0,1,1,1,1,0,0,0,0
7380,2022-2023,Alexander K. McClure School,Alexander K. McClure School,1910,1,0,0,0,Neighborhood,District,1,,1,1,1,1,1,0,0,0,0,0,0,0
7390,2022-2023,Andrew J. Morrison School,Andrew J. Morrison School,1924,1,1,0,0,Neighborhood,District,1,,1,1,1,1,1,1,1,1,0,0,0,0
7400,2022-2023,Olney School,Olney School,1900,1,1,0,0,Neighborhood,District,1,,1,1,1,1,1,1,1,1,0,0,0,0
7430,2022-2023,James J. Sullivan School,James J. Sullivan School,1930,1,0,0,0,Neighborhood,District,1,,1,1,1,1,1,0,0,0,0,0,0,0
7440,2022-2023,Bayard Taylor School,Bayard Taylor School,1907,1,0,0,0,Neighborhood,District,1,,1,1,1,1,1,0,0,0,0,0,0,0
7460,2022-2023,William H. Ziegler School,William H. Ziegler School,1957,1,1,0,0,Neighborhood,District,1,,1,1,1,1,1,1,1,1,0,0,0,0
7470,2022-2023,Bridesburg School,Bridesburg School,1958,1,1,0,0,Neighborhood,District,1,,1,1,1,1,1,1,1,1,0,0,0,0
7490,2022-2023,Prince Hall School,Prince Hall School,1971,1,0,0,0,Neighborhood,District,1,,1,1,1,1,1,0,0,0,0,0,0,0
7500,2022-2023,Feltonville School of Arts and Sciences,Feltonville School of Arts and Sciences,1993,0,1,0,0,Neighborhood,District,0,,0,0,0,0,0,1,1,1,0,0,0,0
7510,2022-2023,Mary M. Bethune School,Mary M. Bethune School,1970,1,1,0,0,Neighborhood,District,1,,1,1,1,1,1,1,1,1,0,0,0,0
7530,2022-2023,William Rowen School,William Rowen School,1938,1,0,0,0,Neighborhood,District,1,,1,1,1,1,1,0,0,0,0,0,0,0
7730,2022-2023,Roberto Clemente School,Roberto Clemente School,1916,0,1,0,0,Neighborhood,District,0,,0,0,0,0,0,1,1,1,0,0,0,0
8010,2022-2023,Abraham Lincoln High School,Abraham Lincoln High School,1950,0,0,1,0,Neighborhood,District,0,,0,0,0,0,0,0,0,0,1,1,1,1
8020,2022-2023,Northeast High School,Northeast High School,1957,0,0,1,0,Neighborhood,District,0,,0,0,0,0,0,0,0,0,1,1,1,1
8030,2022-2023,George Washington High School,George Washington High School,1963,0,0,1,0,Neighborhood,District,0,,0,0,0,0,0,0,0,0,1,1,1,1
8040,2022-2023,Arts Academy at Benjamin Rush,Arts Academy at Benjamin Rush,2008,0,0,1,0,Special Admit,District,0,,0,0,0,0,0,0,0,0,1,1,1,1
8070,2022-2023,OIC CADI,OIC CADI,2004,0,0,0,1,Alternative,Contracted,0,,0,0,0,0,0,0,0,0,1,1,1,1
8080,2022-2023,Excel Academy North,Excel Academy North,2005,0,0,0,1,Alternative,Contracted,0,,0,0,0,0,0,0,0,0,1,1,1,1
8090,2022-2023,Swenson Arts and Technology High School,Swenson Arts and Technology High School,2000,0,0,1,0,Citywide,District,0,,0,0,0,0,0,0,0,0,1,1,1,1
8100,2022-2023,Gateway to College - Community College of Philadelphia,Gateway to College - Community College of Philadelphia,2006,0,0,0,1,Alternative,Contracted,0,,0,0,0,0,0,0,0,0,1,1,1,1
8120,2022-2023,Castor Gardens Middle School,Castor Gardens Middle School,1928,0,1,0,0,Neighborhood,District,0,,0,0,0,0,0,1,1,1,0,0,0,0
8130,2022-2023,Northeast Community Propel Academy,Northeast Community Propel Academy,2021,1,1,0,0,Neighborhood,District,1,,1,1,1,1,1,1,1,1,0,0,0,0
8160,2022-2023,Baldi School,Baldi School,1971,0,1,0,0,Neighborhood,District,0,,0,0,0,0,0,1,1,1,0,0,0,0
8190,2022-2023,One Bright Ray - Fairhill Campus,One Bright Ray - Fairhill Campus,2004,0,0,0,1,Alternative,Contracted,0,,0,0,0,0,0,0,0,0,1,1,1,1
8200,2022-2023,Ethan Allen School,Ethan Allen School,1930,1,1,0,0,Neighborhood,District,1,,1,1,1,1,1,1,1,1,0,0,0,0
8210,2022-2023,Joseph H. Brown School,Joseph H. Brown School,1937,1,1,0,0,Neighborhood,District,1,,1,1,1,1,1,1,1,1,0,0,0,0
8230,2022-2023,Kennedy C. Crossan School,Kennedy C. Crossan School,1924,1,0,0,0,Neighborhood,District,1,,1,1,1,1,1,0,0,0,0,0,0,0
8240,2022-2023,Hamilton Disston School,Hamilton Disston School,1924,1,1,0,0,Neighborhood,District,1,,1,1,1,1,1,1,1,1,0,0,0,0
8250,2022-2023,Edwin Forrest School,Edwin Forrest School,1929,1,0,0,0,Neighborhood,District,1,,1,1,1,1,1,0,0,0,0,0,0,0
8260,2022-2023,Fox Chase School,Fox Chase School,1949,1,0,0,0,Neighborhood,District,1,,1,1,1,1,1,0,0,0,0,0,0,0
8270,2022-2023,Thomas Holme School,Thomas Holme School,1950,1,1,0,0,Neighborhood,District,1,,1,1,1,1,1,1,1,1,0,0,0,0
8300,2022-2023,Mayfair School,Mayfair School,1949,1,1,0,0,Neighborhood,District,1,,1,1,1,1,1,1,1,1,0,0,0,0
8310,2022-2023,J. Hampton Moore School,J. Hampton Moore School,1952,1,0,0,0,Neighborhood,District,1,,1,1,1,1,1,0,0,0,0,0,0,0
8340,2022-2023,Solomon Solis-Cohen School,Solomon Solis-Cohen School,1948,1,0,0,0,Neighborhood,District,1,,1,1,1,1,1,0,0,0,0,0,0,0
8350,2022-2023,Gilbert Spruance School,Gilbert Spruance School,1949,1,1,0,0,Neighborhood,District,1,,1,1,1,1,1,1,1,1,0,0,0,0
8360,2022-2023,Rhawnhurst School,Rhawnhurst School,1949,1,0,0,0,Neighborhood,District,1,,1,1,1,1,1,0,0,0,0,0,0,0
8370,2022-2023,Watson Comly School,Watson Comly School,1929,1,0,0,0,Neighborhood,District,1,,1,1,1,1,1,0,0,0,0,0,0,0
8380,2022-2023,Louis H. Farrell School,Louis H. Farrell School,1959,1,1,0,0,Neighborhood,District,1,,1,1,1,1,1,1,1,1,0,0,0,0
8390,2022-2023,A.L. Fitzpatrick School,A.L. Fitzpatrick School,1960,1,1,0,0,Neighborhood,District,1,,1,1,1,1,1,1,1,1,0,0,0,0
8400,2022-2023,Anne Frank School,Anne Frank School,1962,1,0,0,0,Neighborhood,District,1,,1,1,1,1,1,0,0,0,0,0,0,0
8410,2022-2023,Robert B. Pollock School,Robert B. Pollock School,1962,1,1,0,0,Neighborhood,District,1,,1,1,1,1,1,1,1,1,0,0,0,0
8420,2022-2023,Stephen Decatur School,Stephen Decatur School,1964,1,1,0,0,Neighborhood,District,1,,1,1,1,1,1,1,1,1,0,0,0,0
8430,2022-2023,Joseph Greenberg School,Joseph Greenberg School,1964,1,1,0,0,Neighborhood,District,1,,1,1,1,1,1,1,1,1,0,0,0,0
8440,2022-2023,William H. Loesche School,William H. Loesche School,1965,1,0,0,0,Neighborhood,District,1,,1,1,1,1,1,0,0,0,0,0,0,0
8450,2022-2023,YESPhilly,YESPhilly,2013,0,0,0,1,Alternative,Contracted,0,,0,0,0,0,0,0,0,0,1,1,1,1
8460,2022-2023,Philadelphia Learning Academy South,Philadelphia Learning Academy South,2009,0,0,0,1,Alternative,District,0,,0,0,0,0,0,0,0,0,1,1,1,1
8470,2022-2023,Philadelphia Learning Academy North,Philadelphia Learning Academy North,2009,0,0,0,1,Alternative,District,0,,0,0,0,0,0,0,0,1,1,1,1,1
8540,2022-2023,Pennypack House School,Pennypack House School,1952,0,0,0,1,Alternative,District,0,,0,0,0,0,0,0,0,0,1,1,1,1
8560,2022-2023,The Workshop School,The Workshop School,2013,0,0,1,0,Citywide,District,0,,0,0,0,0,0,0,0,0,1,1,1,1
8690,2022-2023,Crossroads Accelerated Academy,Crossroads Accelerated Academy,2009,0,0,0,1,Alternative,District,0,,0,0,0,0,0,0,1,1,1,1,0,0
8770,2022-2023,John Hancock Demonstration School,John Hancock Demonstration School,2016,1,1,0,0,Neighborhood,District,1,,1,1,1,1,1,1,1,1,0,0,0,0
8780,2022-2023,Philadelphia Virtual Academy,Philadelphia Virtual Academy,2013,1,1,1,0,Virtual,District,1,,1,1,1,1,1,1,1,1,1,1,1,1
8860,2022-2023,One Bright Ray Mansion,One Bright Ray Mansion,2018,0,0,0,1,Alternative,Contracted,0,,0,0,0,0,0,0,0,0,1,1,1,1
8870,2022-2023,One Bright Ray Mansion Evening,One Bright Ray Mansion Evening,2018,0,0,0,1,Alternative,Contracted,0,,0,0,0,0,0,0,0,0,1,1,1,1
8890,2022-2023,One Bright Ray - Simpson Campus,One Bright Ray - Simpson Campus,2007,0,0,0,1,Alternative,Contracted,0,,0,0,0,0,0,0,0,0,1,1,1,1
8891,2022-2023,One Bright Ray Simpson - Evening,One Bright Ray Simpson - Evening,2022,0,0,0,1,Alternative,Contracted,0,,0,0,0,0,0,0,0,0,1,1,1,1
8900,2022-2023,Re-Engagement Center,Re-Engagement Center,2008,0,0,0,1,Alternative,District,0,,0,0,0,0,0,0,0,0,1,1,1,1
