school_id,school_year,standardized_school_name,original_school_name,year_school_opened,is_elementary_school,is_middle_school,is_high_school,is_other_school,admission_type,governance,serves_grade_k,serves_grade_1,serves_grade_2,serves_grade_3,serves_grade_4,serves_grade_5,serves_grade_6,serves_grade_7,serves_grade_8,serves_grade_9,serves_grade_10,serves_grade_11,serves_grade_12
2410,2021-2022,Girard Academic Music Program,Girard Academic Music Program,1914,0,1,1,0,Special Admit,District,0,0,0,0,0,1,1,1,1,1,1,1,1
2450,2021-2022,Edwin M. Stanton School,Edwin M. Stanton School,1926,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
2470,2021-2022,Albert M. Greenfield School,Albert M. Greenfield School,1970,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
2480,2021-2022,Chester A. Arthur School,Chester A. Arthur School,1964,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
2490,2021-2022,Laura W. Waring School,Laura W. Waring School,1956,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
2510,2021-2022,Fanny Jackson Coppin School,Fanny Jackson Coppin School,1925,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
2520,2021-2022,Abram S. Jenks School,Abram S. Jenks School,1897,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0
2530,2021-2022,Phila. Juv. Justice Services Ctr. School,Phila. Juv. Justice Services Ctr. School,2012,0,1,1,0,Alternative,District,0,0,0,0,0,0,1,1,1,1,1,1,1
2540,2021-2022,Francis S. Key School,Francis S. Key School,1889,1,0,0,0,Neighborhood,District,1,1,1,1,1,1,1,0,0,0,0,0,0
2580,2021-2022,Eliza B. Kirkbride School,Eliza B. Kirkbride School,1926,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
2590,2021-2022,George W. Nebinger School,George W. Nebinger School,1925,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
2620,2021-2022,Academy at Palumbo,Academy at Palumbo,2006,0,0,1,0,Special Admit,District,0,0,0,0,0,0,0,0,0,1,1,1,1
2630,2021-2022,George W. Sharswood School,George W. Sharswood School,1906,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
2640,2021-2022,Southwark School,Southwark School,1905,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
2650,2021-2022,Science Leadership Academy,Science Leadership Academy,2006,0,0,1,0,Special Admit,District,0,0,0,0,0,0,0,0,0,1,1,1,1
2670,2021-2022,Constitution High School,Constitution High School,2006,0,0,1,0,Citywide,District,0,0,0,0,0,0,0,0,0,1,1,1,1
2680,2021-2022,The Science Leadership Academy at Beeber,The Science Leadership Academy at Beeber,2014,0,1,1,0,Special Admit,District,0,0,0,0,0,1,1,1,1,1,1,1,1
2690,2021-2022,John H. Taggart School,John H. Taggart School,1917,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
2720,2021-2022,Vare-Washington School,Vare-Washington School,1903,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
3040,2021-2022,Excel Middle Years Academy,Excel Middle Years Academy,2017,0,1,0,0,Alternative,Contracted,0,0,0,0,0,0,1,1,1,0,0,0,0
3190,2021-2022,Crossroads at Hunting Park,Crossroads at Hunting Park,2011,1,0,0,0,Alternative,District,0,0,0,1,1,1,1,0,0,0,0,0,0
3210,2021-2022,Ben Franklin High School EOP,Ben Franklin High School EOP,2012,0,0,1,0,Alternative,District,0,0,0,0,0,0,0,0,0,1,1,1,1
3240,2021-2022,Liguori Academy-Fortis,Liguori Academy-Fortis,2017,0,0,1,0,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1
3290,2021-2022,Excel Academy South,Excel Academy South,2008,0,0,1,0,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1
3301,2021-2022,Community Academy of Philadelphia Charter School,Community Academy of Philadelphia Charter School,1997,1,1,1,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1
3302,2021-2022,Harambee Institute of Science and Technology Charter School,Harambee Institute of Science and Technology Charter School,1997,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3304,2021-2022,YouthBuild Philadelphia Charter School,YouthBuild Philadelphia Charter School,1997,0,0,1,0,Citywide With Criteria,Charter,0,0,0,0,0,0,0,0,0,0,0,0,1
3306,2021-2022,Christopher Columbus Charter School,Christopher Columbus Charter School,1999,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3307,2021-2022,Eugenio Maria De Hostos Charter School,Eugenio Maria De Hostos Charter School,1998,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3308,2021-2022,Inquiry Charter School,Inquiry Charter School,1998,1,0,0,0,Citywide,Charter,1,1,1,1,1,1,0,0,0,0,0,0,0
3309,2021-2022,Imhotep Institute Charter High School,Imhotep Institute Charter High School,1998,0,0,1,0,Citywide,Charter,0,0,0,0,0,0,0,0,0,1,1,1,1
3310,2021-2022,Laboratory Charter School of Communication and Languages,Laboratory Charter School of Communication and Languages,1998,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3312,2021-2022,Multicultural Academy Charter School,Multicultural Academy Charter School,1998,0,0,1,0,Citywide,Charter,0,0,0,0,0,0,0,0,0,1,1,1,1
3313,2021-2022,"Preparatory Charter School of Mathematics, Science, Technology and Careers","Preparatory Charter School of Mathematics, Science, Technology and Careers",1998,0,0,1,0,Citywide,Charter,0,0,0,0,0,0,0,0,0,1,1,1,1
3314,2021-2022,West Oak Lane Charter School,West Oak Lane Charter School,1998,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3315,2021-2022,Alliance For Progress Charter School,Alliance For Progress Charter School,1998,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3318,2021-2022,Freire Charter School,Freire Charter School,1999,0,1,1,0,Citywide,Charter,0,0,0,0,0,1,1,1,1,1,1,1,1
3321,2021-2022,"Math, Civics and Sciences Charter School","Math, Civics and Sciences Charter School",1999,1,1,1,0,Citywide,Charter,0,1,1,1,1,1,1,1,1,1,1,1,1
3322,2021-2022,Philadelphia Academy Charter School,Philadelphia Academy Charter School,1999,1,1,1,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1
3323,2021-2022,Mastery Charter School at Hardy Williams,Mastery Charter School at Hardy Williams,1999,1,1,1,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1
3326,2021-2022,Universal Institute Charter School,Universal Institute Charter School,1999,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3328,2021-2022,"Mathematics, Science, and Technology Community Charter School (MaST)","Mathematics, Science, and Technology Community Charter School (MaST)",1999,1,1,1,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1
3329,2021-2022,Young Scholars Charter School,Young Scholars Charter School,1999,0,1,0,0,Citywide,Charter,0,0,0,0,0,0,1,1,1,0,0,0,0
3331,2021-2022,Franklin Towne Charter High School,Franklin Towne Charter High School,2000,0,0,1,0,Citywide With Criteria,Charter,0,0,0,0,0,0,0,0,0,1,1,1,1
3332,2021-2022,Mariana Bracetti Academy Charter School,Mariana Bracetti Academy Charter School,2000,1,1,1,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1
3333,2021-2022,Esperanza Academy Charter School,Esperanza Academy Charter School,2000,1,1,1,0,Citywide,Charter,0,0,0,0,0,1,1,1,1,1,1,1,1
3334,2021-2022,New Foundations Charter School,New Foundations Charter School,2000,1,1,1,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1
3335,2021-2022,People for People Charter School,People for People Charter School,2001,1,1,1,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,1
3336,2021-2022,Philadelphia Performing Arts: A String Theory Charter School,Philadelphia Performing Arts: A String Theory Charter School,2000,1,1,1,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1
3337,2021-2022,Global Leadership Academy Charter School,Global Leadership Academy Charter School,2000,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3341,2021-2022,Independence Charter School,Independence Charter School,2001,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3353,2021-2022,KIPP DuBois Charter School,KIPP DuBois Charter School,2015,0,0,1,0,Citywide With Criteria,Charter,0,0,0,0,0,0,0,0,0,1,1,1,1
3357,2021-2022,West Philadelphia Achievement Charter School,West Philadelphia Achievement Charter School,2002,1,0,0,0,Citywide,Charter,1,1,1,1,1,1,0,0,0,0,0,0,0
3358,2021-2022,Philadelphia Electrical and Technology Charter School,Philadelphia Electrical and Technology Charter School,2002,0,0,1,0,Citywide,Charter,0,0,0,0,0,0,0,0,0,1,1,1,1
3359,2021-2022,Richard Allen Preparatory Charter School,Richard Allen Preparatory Charter School,2001,0,1,0,0,Citywide,Charter,0,0,0,0,0,1,1,1,1,0,0,0,0
3360,2021-2022,Russell Byers Charter School,Russell Byers Charter School,2001,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3361,2021-2022,Mastery Charter School at Lenfest,Mastery Charter School at Lenfest,2001,0,1,1,0,Citywide With Criteria,Charter,0,0,0,0,0,0,0,1,1,1,1,1,1
3362,2021-2022,Wissahickon Charter School,Wissahickon Charter School,2002,1,1,0,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3364,2021-2022,First Philadelphia Preparatory Charter School,First Philadelphia Preparatory Charter School,2002,1,1,1,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1
3365,2021-2022,Green Woods Charter School,Green Woods Charter School,2002,1,1,0,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3366,2021-2022,Maritime Academy Charter School (MACHS),Maritime Academy Charter School (MACHS),2003,1,1,1,0,Citywide,Charter,0,1,1,1,1,1,1,1,1,1,1,1,1
3368,2021-2022,Belmont Charter School,Belmont Charter School,2005,1,1,1,0,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1
3370,2021-2022,KIPP Philadelphia Charter School,KIPP Philadelphia Charter School,2003,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3372,2021-2022,Discovery Charter School,Discovery Charter School,2003,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3378,2021-2022,Philadelphia Montessori Charter School,Philadelphia Montessori Charter School,2004,1,0,0,0,Citywide,Charter,1,1,1,1,1,0,0,0,0,0,0,0,0
3379,2021-2022,Ad Prima Charter School,Ad Prima Charter School,2004,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3383,2021-2022,Mastery Charter School at Shoemaker,Mastery Charter School at Shoemaker,2006,0,1,1,0,Citywide With Criteria,Charter,0,0,0,0,0,0,0,1,1,1,1,1,1
3384,2021-2022,Folk Arts-Cultural Treasures Charter School,Folk Arts-Cultural Treasures Charter School,2005,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3385,2021-2022,Mastery Charter School at Thomas Campus,Mastery Charter School at Thomas Campus,2005,1,1,1,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1
3386,2021-2022,Northwood Academy Charter School,Northwood Academy Charter School,2005,1,1,0,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3388,2021-2022,Boys Latin of Philadelphia Charter School,Boys Latin of Philadelphia Charter School,2007,0,1,1,0,Citywide,Charter,0,0,0,0,0,0,1,1,1,1,1,1,1
3389,2021-2022,Keystone Academy Charter School,Keystone Academy Charter School,2007,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3392,2021-2022,Southwest Leadership Academy Charter School,Southwest Leadership Academy Charter School,2007,1,1,0,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3393,2021-2022,Mastery Charter School at Pickett,Mastery Charter School at Pickett,2007,0,1,1,0,Citywide With Criteria,Charter,0,0,0,0,0,0,1,1,1,1,1,1,1
3394,2021-2022,Pan American Academy Charter School,Pan American Academy Charter School,2008,1,1,0,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3395,2021-2022,Antonia Pantoja Charter School,Antonia Pantoja Charter School,2008,1,1,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3399,2021-2022,Sankofa Freedom Academy Charter School,Sankofa Freedom Academy Charter School,2009,1,1,1,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1
3403,2021-2022,Franklin Towne Charter Elementary School,Franklin Towne Charter Elementary School,2009,1,1,0,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3404,2021-2022,Tacony Academy Charter School,Tacony Academy Charter School,2009,1,1,1,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1
3406,2021-2022,Aspira Charter School at Stetson,Aspira Charter School at Stetson,2010,0,1,0,0,Neighborhood,Charter,0,0,0,0,0,1,1,1,1,0,0,0,0
3407,2021-2022,Mastery Charter School at Harrity,Mastery Charter School at Harrity,2010,1,1,0,0,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3408,2021-2022,Mastery Charter School at Mann,Mastery Charter School at Mann,2010,1,0,0,0,Neighborhood,Charter,1,1,1,1,1,1,1,0,0,0,0,0,0
3409,2021-2022,Mastery Charter School at Smedley,Mastery Charter School at Smedley,2010,1,0,0,0,Neighborhood,Charter,1,1,1,1,1,1,1,0,0,0,0,0,0
3410,2021-2022,Universal Charter School at Bluford,Universal Charter School at Bluford,2010,1,0,0,0,Neighborhood,Charter,1,1,1,1,1,1,1,0,0,0,0,0,0
3411,2021-2022,Universal Charter School at Daroff,Universal Charter School at Daroff,2010,1,1,0,0,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3412,2021-2022,Mastery Charter School at Douglass,Mastery Charter School at Douglass,2010,1,1,0,0,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3414,2021-2022,Aspira Charter School at Olney,Aspira Charter School at Olney,2011,0,0,1,0,Neighborhood,Charter,0,0,0,0,0,0,0,0,0,1,1,1,1
3415,2021-2022,Mastery Charter School at Clymer,Mastery Charter School at Clymer,2011,1,0,0,0,Neighborhood,Charter,1,1,1,1,1,1,1,0,0,0,0,0,0
3416,2021-2022,Mastery Charter School at Gratz,Mastery Charter School at Gratz,2011,0,1,1,0,Neighborhood,Charter,0,0,0,0,0,0,0,1,1,1,1,1,1
3417,2021-2022,Universal Charter School at Audenried,Universal Charter School at Audenried,2011,0,0,1,0,Neighborhood,Charter,0,0,0,0,0,0,0,0,0,1,1,1,1
3418,2021-2022,Universal Charter School at Vare,Universal Charter School at Vare,2011,0,1,0,0,Neighborhood,Charter,0,0,0,0,0,1,1,1,1,0,0,0,0
3419,2021-2022,Lindley Academy Charter at Birney,Lindley Academy Charter at Birney,2011,1,1,0,0,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3420,2021-2022,Mastery Charter School at Cleveland,Mastery Charter School at Cleveland,2012,1,1,0,0,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3421,2021-2022,Universal Charter School at Creighton,Universal Charter School at Creighton,2012,1,1,0,0,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3422,2021-2022,The Philadelphia Charter School for Arts and Sciences,The Philadelphia Charter School for Arts and Sciences,2012,1,1,0,0,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3423,2021-2022,Memphis Street Academy Charter School at J.P. Jones,Memphis Street Academy Charter School at J.P. Jones,2012,0,1,0,0,Neighborhood,Charter,0,0,0,0,0,1,1,1,1,0,0,0,0
3424,2021-2022,Universal Charter School at Alcorn,Universal Charter School at Alcorn,2013,1,1,0,0,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3426,2021-2022,Mastery Charter School at Pastorius,Mastery Charter School at Pastorius,2013,1,1,0,0,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3427,2021-2022,Mastery Charter School at Wister,Mastery Charter School at Wister,2016,1,0,0,0,Neighborhood,Charter,1,1,1,1,1,1,0,0,0,0,0,0,0
3428,2021-2022,Global Leadership Academy at Huey,Global Leadership Academy at Huey,2016,1,1,0,0,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3437,2021-2022,KIPP North Philadelphia Charter School,KIPP North Philadelphia Charter School,2018,1,0,0,0,Citywide,Charter,1,1,1,1,1,0,0,0,0,0,0,0,0
3438,2021-2022,Deep Roots Charter School,Deep Roots Charter School,2018,1,0,0,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,0,0,0,0,0,0
3439,2021-2022,Mastery Prep Elementary Charter School,Mastery Prep Elementary Charter School,2018,1,0,0,0,Citywide,Charter,1,1,1,1,1,1,0,0,0,0,0,0,0
3440,2021-2022,MaST Community Charter School II,MaST Community Charter School II,2016,1,1,1,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,1,1,1,0
3441,2021-2022,TECH Freire Charter School,TECH Freire Charter School,2016,0,0,1,0,Citywide With Criteria,Charter,0,0,0,0,0,0,0,0,0,1,1,1,1
3442,2021-2022,Independence Charter School West,Independence Charter School West,2016,1,1,0,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3443,2021-2022,KIPP West Philadelphia Charter School,KIPP West Philadelphia Charter School,2016,1,0,0,0,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0
3445,2021-2022,MAST III Charter School,MAST III Charter School,2019,1,0,0,0,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,0,0,0,0,0
3446,2021-2022,Philadelphia Hebrew Charter,Philadelphia Hebrew Charter,2019,1,0,0,0,Citywide,Charter,1,1,1,1,0,0,0,0,0,0,0,0,0
3510,2021-2022,El Centro de Estudiantes (Big Picture),El Centro de Estudiantes (Big Picture),2009,0,0,1,0,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1
3540,2021-2022,Ombudsman Northwest,Ombudsman Northwest,2009,0,0,1,0,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1
3810,2021-2022,One Bright Ray - Elmwood Campus,One Bright Ray - Elmwood Campus,2015,0,0,1,0,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1
3820,2021-2022,Camelot Academy East,Camelot Academy East,2016,0,1,1,0,Alternative,Contracted,0,0,0,0,0,0,1,1,1,1,1,1,1
3850,2021-2022,Northeast High School EOP,Northeast High School EOP,2016,0,0,1,0,Alternative,District,0,0,0,0,0,0,0,0,0,1,1,1,1
3880,2021-2022,South Philadelphia High School EOP,South Philadelphia High School EOP,2008,0,0,1,0,Alternative,District,0,0,0,0,0,0,0,0,0,1,1,1,1
4020,2021-2022,Overbrook High School,Overbrook High School,1926,0,0,1,0,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1
4030,2021-2022,High School of Engineering and Science,High School of Engineering and Science,1949,0,1,1,0,Special Admit,District,0,0,0,0,0,0,0,1,1,1,1,1,1
4060,2021-2022,Murrell Dobbins Career and Technical High School,Murrell Dobbins Career and Technical High School,1938,0,0,1,0,Citywide,District,0,0,0,0,0,0,0,0,0,1,1,1,1
4140,2021-2022,Strawberry Mansion High School,Strawberry Mansion High School,1964,0,0,1,0,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1
4220,2021-2022,James G. Blaine School,James G. Blaine School,1966,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
4240,2021-2022,Lewis C. Cassidy Academics Plus School,Lewis C. Cassidy Academics Plus School,1924,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
4270,2021-2022,William Dick School,William Dick School,1954,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
4280,2021-2022,Samuel Gompers School,Samuel Gompers School,1968,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
4300,2021-2022,Edward Heston School,Edward Heston School,1970,1,1,0,0,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0
